outcome,model_type,term,estimate,std_error,statistic,p_value,conf_low,conf_high,status,detail,model_family
plausibility_index,lmm,(Intercept),3.824944758690603,0.19982728357649632,19.14125383797437,NA,3.4332904797521984,4.216599037629008,ok,NA,lmm
plausibility_index,lmm,guardrailon,0.025878936382304093,0.11741985440275668,0.2203965974403093,NA,-0.2042597493170358,0.25601762208164397,ok,NA,lmm
plausibility_index,lmm,profileR2,-0.0018988413954695652,0.1174198544027566,-0.01617138264331715,NA,-0.2320375270948093,0.22823984430387018,ok,NA,lmm
plausibility_index,lmm,profileR3,-0.0018988413954677851,0.11741985440275658,-0.016171382643301997,NA,-0.23203752709480752,0.22823984430387195,ok,NA,lmm
plausibility_index,lmm,guardrailon:profileR2,0.01578773028436621,0.16700335126771496,0.09453541000538168,NA,-0.31153282349784656,0.34310828406657895,ok,NA,lmm
plausibility_index,lmm,guardrailon:profileR3,0.015787730284363838,0.16700335126771493,0.09453541000536748,NA,-0.31153282349784894,0.34310828406657656,ok,NA,lmm
defect_index,lmm,(Intercept),2.1207897445085213,0.17058371485436513,12.432545195296827,NA,1.7864518070449156,2.4551276819721273,ok,NA,lmm
defect_index,lmm,guardrailon,-0.08351617463466023,0.11200258157127936,-0.745662943326979,NA,-0.3030372006898773,0.13600485142055685,ok,NA,lmm
defect_index,lmm,profileR2,-0.07518284130132656,0.11200258157127924,-0.6712598963933673,NA,-0.29470386735654336,0.14433818475389026,ok,NA,lmm
defect_index,lmm,profileR3,0.008150492032005865,0.11200258157127928,0.07277057294272125,NA,-0.21137053402321104,0.22767151808722275,ok,NA,lmm
defect_index,lmm,guardrailon:profileR2,0.1001828413013259,0.1595605939036621,0.6278670619752976,NA,-0.212550176101673,0.4129158587043248,ok,NA,lmm
defect_index,lmm,guardrailon:profileR3,-0.02481715869867289,0.1595605939036621,-0.15553438409521556,NA,-0.3375501761016718,0.287915858704326,ok,NA,lmm
symptom_error_mean,transcript_lmm,(Intercept),0.5370370370370414,0.05527621828663396,9.715516974266299,NA,0.42869763999366456,0.6453764340804182,ok,NA,lmm
